Study ID	Control	Category	DisplayUnit	Site Number	Site Name	ControlOriginal	ControlType	Form	Proxy	NatureOfMeasurement	UsedIndependently	Meta	UnitType	Unit	TimeSeriesMeasured	TimeSeriesUsedForStats	Variable Temporal Resolution	Temoral Resolution Coarsest (y)	Temporal Resolution Finest (y)	Temporal Extent StartDate	Temporal Extent EndDate	Temporal Extent (y)	Number of Time Points	Prior Manip / Obs at Site (y)	Extent	Metaanalysis	LatDD	LonDD
SRB-364	Air Temp	Atmosphere	2 Air Temperature	1	Kilpisjarvi	Air Temperature: Mean	PROX	NO	Mean	MOD	TRUE	FALSE	float	DegC		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.055	20.842
SRB-364	Air Temp	Atmosphere	2 Air Temperature	2	Ráisduottarháldi	Air Temperature: Mean	PROX	NO	Mean	MOD	TRUE	FALSE	float	DegC		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.355	21.239
SRB-364	Air Temp	Atmosphere	2 Air Temperature	1	Kilpisjarvi	Growing Degree Days	PROX	NO	Growing Degree Days	MOD	TRUE	FALSE	int	days		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.055	20.842
SRB-364	Air Temp	Atmosphere	2 Air Temperature	2	Ráisduottarháldi	Growing Degree Days	PROX	NO	Growing Degree Days	MOD	TRUE	FALSE	int	days		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.355	21.239
SRB-364	Humidity	Atmosphere	5 Humidity	1	Kilpisjarvi	Water Balance (Precip vs Evap)	PROX	NO	Water Balance	MOD	TRUE	FALSE	float	mm		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.055	20.842
SRB-364	Humidity	Atmosphere	5 Humidity	2	Ráisduottarháldi	Water Balance (Precip vs Evap)	PROX	NO	Water Balance	MOD	TRUE	FALSE	float	mm		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.355	21.239
SRB-364	Light	Atmosphere	7 Light	1	Kilpisjarvi	Solar Radiation	PROX	NO	Total Radiation	MOD	TRUE	FALSE	float	Mj		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.055	20.842
SRB-364	Light	Atmosphere	7 Light	2	Ráisduottarháldi	Solar Radiation	PROX	NO	Total Radiation	MOD	TRUE	FALSE	float	Mj		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.355	21.239
SRB-364	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Kilpisjarvi	Soil Wetness	PROX	NO	Topographic Wetness Index	MOD	TRUE	FALSE	float	Topographic Wetness Index		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.055	20.842
SRB-364	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	2	Ráisduottarháldi	Soil Wetness	PROX	NO	Topographic Wetness Index	MOD	TRUE	FALSE	float	Topographic Wetness Index		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.355	21.239
SRB-364	Soil Derivation	Soil Belowground Resources	14 Soil Belowground Resources	1	Kilpisjarvi	Soil Quality	ULT	NO	Soil Quality	MOD	TRUE	FALSE	float	calcerous : silicaceous ratio		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.055	20.842
SRB-364	Soil Derivation	Soil Belowground Resources	14 Soil Belowground Resources	2	Ráisduottarháldi	Soil Quality	ULT	NO	Soil Quality	MOD	TRUE	FALSE	float	calcerous : silicaceous ratio		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.355	21.239
SRB-365	Water Track	Glacial and Periglacial	Glacial and Periglacial	1	Kolyma River	Water Tracks	ULT	NO	NO	SPG	TRUE	FALSE	bool	IsWaterTrack		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	69.34	161.51
SRB-366	Human Land Use	Human Activity	Human	1	Peel Plateau	Human Infrastructure	ULT	NO	NO	SPG	TRUE	FALSE	bool	Within 500m of road		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	67.207	-135.653
SRB-369	Air Temp	Atmosphere	2 Air Temperature	1	Kangerlussuaq	Air Temperature	PROX	NO	NO	ROF	TRUE	FALSE	bool	Manipulated	TRUE	TRUE	TRUE	0.92	0.019	04/06/2012	12/08/2013	1.19	7	0	Site	FALSE	67.1	-50.266
SRB-37	Herbivory	Biotic	9 Herbivory	1	Toolik Lake	Herbivory	PROX	NO	NO	NRF	TRUE	FALSE	bool	Presence	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	11	Site	FALSE	68.2	-149.6
SRB-37	Soil Nutrients	Soil	Soil Nutrients	1	Toolik Lake	Fertilisation (N+P)	ULT	N + P	NO	NRF	FALSE	FALSE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	11	Site	FALSE	68.2	-149.6
SRB-373	Air Temp	Atmosphere	2 Air Temperature	1	Toolik Lake	Air Temperature	PROX	NO	NO	NRF	TRUE	FALSE	bool	Manipulated		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	20	Site	FALSE	68.6	-149.6
SRB-373	Snow Dynamics	Atmosphere	8 Snow	1	Toolik Lake	Snow Depth	PROX	NO	NO	NRF	TRUE	FALSE	bool	Manipulated		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	20	Site	FALSE	68.6	-149.6
SRB-375	Air Temp	Atmosphere	2 Air Temperature	1	Latnjavagge	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.35	18.5
SRB-375	Air Temp	Atmosphere	2 Air Temperature	3	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.633	-149.633
SRB-375	Air Temp	Atmosphere	2 Air Temperature	4	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.633	-149.566
SRB-375	Air Temp	Atmosphere	2 Air Temperature	5	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.633	-149.566
SRB-375	Air Temp	Atmosphere	2 Air Temperature	6	Barrow	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	71.3	-156.666
SRB-375	Air Temp	Atmosphere	2 Air Temperature	7	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.617	-149.6
SRB-375	Air Temp	Atmosphere	2 Air Temperature	8	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.617	-149.6
SRB-375	Air Temp	Atmosphere	2 Air Temperature	9	Pituffik	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	76.55	-68.5
SRB-375	Air Temp	Atmosphere	2 Air Temperature	10	Daring Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	64.867	-111.55
SRB-375	Air Temp	Atmosphere	2 Air Temperature	11	Abisko	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.333	20.85
SRB-375	Air Temp	Atmosphere	2 Air Temperature	12	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.633	-149.633
SRB-375	Air Temp	Atmosphere	2 Air Temperature	13	Barrow	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	71.333	-156.65
SRB-375	Air Temp	Atmosphere	2 Air Temperature	14	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.633	-149.717
SRB-375	Air Temp	Atmosphere	2 Air Temperature	15	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.2	-149.6
SRB-375	Air Temp	Atmosphere	2 Air Temperature	16	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.633	-149.566
SRB-375	Air Temp	Atmosphere	2 Air Temperature	17	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.633	-149.717
SRB-375	Air Temp	Atmosphere	2 Air Temperature	18	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.633	-149.567
SRB-375	Air Temp	Atmosphere	2 Air Temperature	19	Toolik Lake	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.633	-149.6
SRB-375	Air Temp	Atmosphere	2 Air Temperature	20	Bolshoy Lyakhovsky Island	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	73.4	141.5
SRB-375	Air Temp	Atmosphere	2 Air Temperature	21	Alexandra Land Island	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	80.634	46.584
SRB-375	Air Temp	Atmosphere	2 Air Temperature	23	Devon Island	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	75.55	-84.666
SRB-375	Air Temp	Atmosphere	2 Air Temperature	24	Sverdrup Basin	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	75	-110
SRB-375	Air Temp	Atmosphere	2 Air Temperature	25	Ellef Ringnes Island	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	78.6	-102.4
SRB-375	Air Temp	Atmosphere	2 Air Temperature	26	King Christian Island	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	78	-110
SRB-375	Air Temp	Atmosphere	2 Air Temperature	27	Rea Point	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	75	-110
SRB-375	Air Temp	Atmosphere	2 Air Temperature	28	Abisko	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.35	18.817
SRB-375	Air Temp	Atmosphere	2 Air Temperature	29	Barrow	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	71.333	-156.65
SRB-375	Air Temp	Atmosphere	2 Air Temperature	30	Barrow	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	71.333	-156.65
SRB-375	Air Temp	Atmosphere	2 Air Temperature	32	Bethel	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	60.75	-161.733
SRB-375	Air Temp	Atmosphere	2 Air Temperature	33	Alexandra Fiord	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	78.883	-75.917
SRB-375	Air Temp	Atmosphere	2 Air Temperature	34	Alexandra Fiord	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	78.883	-75.917
SRB-375	Air Temp	Atmosphere	2 Air Temperature	35	Lake Torneträsk	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.5	20.25
SRB-375	Air Temp	Atmosphere	2 Air Temperature	36	Zackenberg	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	74.5	-21
SRB-375	Air Temp	Atmosphere	2 Air Temperature	38	Eagle Summit	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	65.433	-145.5
SRB-375	Air Temp	Atmosphere	2 Air Temperature	39	Truelove Island	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	75.7	-83.2
SRB-375	Air Temp	Atmosphere	2 Air Temperature	40	Alexandra Fiord	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	78.883	-75.917
SRB-375	Air Temp	Atmosphere	2 Air Temperature	41	Ary-Mas	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	72.4	101.84
SRB-375	Air Temp	Atmosphere	2 Air Temperature	42	Stordalen	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.35	19
SRB-375	Air Temp	Atmosphere	2 Air Temperature	43	Hardangervidda	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.3	17.683
SRB-375	Air Temp	Atmosphere	2 Air Temperature	44	Stordalen	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.366	19.05
SRB-375	Air Temp	Atmosphere	2 Air Temperature	45	Vorkuta	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.5	64.033
SRB-375	Air Temp	Atmosphere	2 Air Temperature	46	Eagle Summit	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	65.433	-145.5
SRB-375	Air Temp	Atmosphere	2 Air Temperature	47	Abisko	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	68.35	18.82
SRB-375	Air Temp	Atmosphere	2 Air Temperature	48	Kevo	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	69.75	27.017
SRB-375	Air Temp	Atmosphere	2 Air Temperature	49	Eagle Summit	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	65.433	-145.5
SRB-375	Air Temp	Atmosphere	2 Air Temperature	50	Truelove Island	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	75.7	-83.2
SRB-375	Air Temp	Atmosphere	2 Air Temperature	51	Barrow	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	71.33	-156.65
SRB-375	Air Temp	Atmosphere	2 Air Temperature	52	Dempster	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	64.75	-138.35
SRB-375	Air Temp	Atmosphere	2 Air Temperature	53	Eagle Summit	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	65.433	-145.5
SRB-375	Air Temp	Atmosphere	2 Air Temperature	54	Hardangervidda	Air Temperature	PROX	NO	NO	SPG	TRUE	TRUE	float	DegC	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	TRUE	60.1	7.34
SRB-377	Air Temp	Atmosphere	2 Air Temperature	1	Europe	Winter Warming Speed	PROX	NO	NO	OBS	TRUE	FALSE	float	DegC / Day	TRUE	TRUE	FALSE	1	1	01/01/1951	31/12/2011	61	61	0	Continent	TRUE		
SRB-378	Fire	Atmosphere	4 Fire	1	Anaktuvuk River Fire burn scar.	Fire Severity	PROX	NO	Fire Severity	SPG	TRUE	FALSE	float	Compositve Burn Index		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	FALSE	69.167	-150.713
SRB-378	Soil Organic Matter	Soil Belowground Resources	14 Soil Belowground Resources	1	Anaktuvuk River Fire burn scar.	Soil Organic Content	PROX	NO	NO	NRF	TRUE	FALSE	cat	Organic / Mineral		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	FALSE	69.167	-150.713
SRB-384	Air Temp	Atmosphere	2 Air Temperature	1	Kytalyk nature reserve	Air Temperature	PROX	NO	NO	OBS	TRUE	FALSE	float	DegC		TRUE	FALSE	1	1	01/01/1952	31/12/2012	61	60	0	Site	FALSE	70.817	147.467
SRB-384	Air Temp	Atmosphere	2 Air Temperature	1	Kytalyk nature reserve	Start Day of Growing Season	PROX	NO	Growing Season Start Day	OBS	TRUE	FALSE	int	day of year		TRUE	FALSE	1	1	01/01/1952	31/12/2012	61	60	0	Site	FALSE	70.817	147.467
SRB-384	Air Temp	Atmosphere	2 Air Temperature	1	Kytalyk nature reserve	Growing Season Length	PROX	NO	Growing Season Length	OBS	TRUE	FALSE	int	days		TRUE	FALSE	1	1	01/01/1952	31/12/2012	61	60	0	Site	FALSE	70.817	147.467
SRB-384	Snow Dynamics	Atmosphere	8 Snow	1	Kytalyk nature reserve	Snow Depth	PROX	NO	NO	OBS	TRUE	FALSE	float	cm		TRUE	FALSE	1	1	01/01/1952	31/12/2012	61	60	0	Site	FALSE	70.817	147.467
SRB-384	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Kytalyk nature reserve	Standardized Precipitation Evapotranspiration Index	PROX	NO	Dought	OBS	TRUE	FALSE	float	SPEI		TRUE	FALSE	1	1	01/01/1952	31/12/2012	61	60	0	Site	FALSE	70.817	147.467
SRB-384	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Kytalyk nature reserve	Precipitation	PROX	NO	Precipitation Total	OBS	TRUE	FALSE	float	mm		TRUE	FALSE	1	1	01/01/1952	31/12/2012	61	60	0	Site	FALSE	70.817	147.467
SRB-39	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Kytalyk	Simulated Precipitation	PROX	NO	Precipitation	FAC	TRUE	FALSE	bool	Presence	TRUE	TRUE	FALSE	1	1	2008	2009	2		1	Site	FALSE	70.817	147.467
SRB-39	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	2	Stordalen	Simulated Precipitation	PROX	NO	Precipitation	FAC	TRUE	FALSE	bool	Presence	TRUE	TRUE	FALSE	1	1	2008	2009	2		1	Site	FALSE	68.35	19.05
SRB-391.S064	Lesser Snow Geese Herbivory	Biotic	9 Herbivory	1	La Pérouse Bay 	Herbivory	PROX	NO	NO	NRF	TRUE	FALSE	bool	Excluded	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	15	Site	TRUE	58.7333	-94.4667
SRB-394	Air Temp	Atmosphere	2 Air Temperature	1	Qinngua Kangilleq	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.259	-45.5
SRB-394	Air Temp	Atmosphere	2 Air Temperature	2	Narsarsuaq	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.181	-45.413
SRB-394	Air Temp	Atmosphere	2 Air Temperature	3	Qassiarsuk	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.166	-45.519
SRB-394	Air Temp	Atmosphere	2 Air Temperature	4	Itilleq	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.004	-45.448
SRB-394	Air Temp	Atmosphere	2 Air Temperature	5	Ipiutaq	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.998	-45.713
SRB-394	Air Temp	Atmosphere	2 Air Temperature	6	Vatnahver	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.85	-45.382
SRB-394	Air Temp	Atmosphere	2 Air Temperature	7	Vatnahver	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.832	-45.468
SRB-394	Air Temp	Atmosphere	2 Air Temperature	8	Upernaviarsuk	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.756	-45.888
SRB-394	Air Temp	Atmosphere	2 Air Temperature	9	Upernaviarsuk	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.757	-45.89
SRB-394	Herbivory	Biotic	9 Herbivory	1	Qinngua Kangilleq	Sheep Per Grazing Area	PROX	NO	NO	FAC	TRUE	FALSE	int	Sheep per grazing area		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.259	-45.5
SRB-394	Herbivory	Biotic	9 Herbivory	2	Narsarsuaq	Sheep Per Grazing Area	PROX	NO	NO	FAC	TRUE	FALSE	int	Sheep per grazing area		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.181	-45.413
SRB-394	Herbivory	Biotic	9 Herbivory	3	Qassiarsuk	Sheep Per Grazing Area	PROX	NO	NO	FAC	TRUE	FALSE	int	Sheep per grazing area		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.166	-45.519
SRB-394	Herbivory	Biotic	9 Herbivory	4	Itilleq	Sheep Per Grazing Area	PROX	NO	NO	FAC	TRUE	FALSE	int	Sheep per grazing area		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.004	-45.448
SRB-394	Herbivory	Biotic	9 Herbivory	5	Ipiutaq	Sheep Per Grazing Area	PROX	NO	NO	FAC	TRUE	FALSE	int	Sheep per grazing area		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.998	-45.713
SRB-394	Herbivory	Biotic	9 Herbivory	6	Vatnahver	Sheep Per Grazing Area	PROX	NO	NO	FAC	TRUE	FALSE	int	Sheep per grazing area		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.85	-45.382
SRB-394	Herbivory	Biotic	9 Herbivory	7	Vatnahver	Sheep Per Grazing Area	PROX	NO	NO	FAC	TRUE	FALSE	int	Sheep per grazing area		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.832	-45.468
SRB-394	Herbivory	Biotic	9 Herbivory	8	Upernaviarsuk	Sheep Per Grazing Area	PROX	NO	NO	FAC	TRUE	FALSE	int	Sheep per grazing area		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.756	-45.888
SRB-394	Herbivory	Biotic	9 Herbivory	9	Upernaviarsuk	Sheep Per Grazing Area	PROX	NO	NO	FAC	TRUE	FALSE	int	Sheep per grazing area		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.757	-45.89
SRB-394	Ice and Frost	Atmosphere	6 Ice and Frost	1	Qinngua Kangilleq	Frost Free Days	PROX	NO	Frost Free Days	OBS	TRUE	FALSE	int	days		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.259	-45.5
SRB-394	Ice and Frost	Atmosphere	6 Ice and Frost	2	Narsarsuaq	Frost Free Days	PROX	NO	Frost Free Days	OBS	TRUE	FALSE	int	days		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.181	-45.413
SRB-394	Ice and Frost	Atmosphere	6 Ice and Frost	3	Qassiarsuk	Frost Free Days	PROX	NO	Frost Free Days	OBS	TRUE	FALSE	int	days		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.166	-45.519
SRB-394	Ice and Frost	Atmosphere	6 Ice and Frost	4	Itilleq	Frost Free Days	PROX	NO	Frost Free Days	OBS	TRUE	FALSE	int	days		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	61.004	-45.448
SRB-394	Ice and Frost	Atmosphere	6 Ice and Frost	5	Ipiutaq	Frost Free Days	PROX	NO	Frost Free Days	OBS	TRUE	FALSE	int	days		TRUE	FALSE	1	1	01/01/1984	31/12/2012	29	28	0	Site	FALSE	60.998	-45.713
