Study ID	Control	Category	DisplayUnit	Site Number	Site Name	ControlOriginal	ControlType	Form	Proxy	NatureOfMeasurement	UsedIndependently	Meta	UnitType	Unit	TimeSeriesMeasured	TimeSeriesUsedForStats	Variable Temporal Resolution	Temoral Resolution Coarsest (y)	Temporal Resolution Finest (y)	Temporal Extent StartDate	Temporal Extent EndDate	Temporal Extent (y)	Number of Time Points	Prior Manip / Obs at Site (y)	Extent	Metaanalysis	LatDD	LonDD
SRB-103	Herbivory	Biotic	9 Herbivory	1	Daring Lake	Herbivory Exclusion	PROX	NO	NO	NRF	TRUE	FALSE	bool	Exclosed	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	5	Site	FALSE	64.867	-111.55
SRB-104	Air Temp	Atmosphere	2 Air Temperature	1	Toolik Lake	Warming	PROX	NO	NO	NRF	TRUE	FALSE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	20	Site	FALSE	68.333	-149.6
SRB-104	Soil Nutrients	Soil	Soil Nutrients	1	Toolik Lake	Fertilisation (N+P)	ULT	N + P	NO	NRF	FALSE	FALSE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	20	Site	FALSE	68.333	-149.6
SRB-105	Air Temp	Atmosphere	2 Air Temperature	1	Ny Ålesund	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.08	0.083	1912	2008	96	96	0	Site	FALSE	78.9	12.167
SRB-105	Air Temp	Atmosphere	2 Air Temperature	2	Endalen	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.08	0.083	1912	2008	96	96	0	Site	FALSE	78.183	15.733
SRB-105	Air Temp	Atmosphere	2 Air Temperature	3	Abisko	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.08	0.083	1912	2008	96	96	0	Site	FALSE	68.333	18.85
SRB-105	Air Temp	Atmosphere	2 Air Temperature	1	Ny Ålesund	Growing Season Length	PROX	NO	Growing Season Length	OBS	TRUE	FALSE	int	Days	TRUE	TRUE	FALSE	1	1	1912	2008	96	96	0	Site	FALSE	78.9	12.167
SRB-105	Air Temp	Atmosphere	2 Air Temperature	2	Endalen	Growing Season Length	PROX	NO	Growing Season Length	OBS	TRUE	FALSE	int	Days	TRUE	TRUE	FALSE	1	1	1912	2008	96	96	0	Site	FALSE	78.183	15.733
SRB-105	Air Temp	Atmosphere	2 Air Temperature	3	Abisko	Growing Season Length	PROX	NO	Growing Season Length	OBS	TRUE	FALSE	int	Days	TRUE	TRUE	FALSE	1	1	1912	2008	96	96	0	Site	FALSE	68.333	18.85
SRB-105	Air Temp	Atmosphere	2 Air Temperature	1	Ny Ålesund	Growing Degree Days (>5DegC)	PROX	NO	Growing Degree Days	OBS	TRUE	FALSE	int	Days	TRUE	TRUE	FALSE	1	1	1912	2008	96	96	0	Site	FALSE	78.9	12.167
SRB-105	Air Temp	Atmosphere	2 Air Temperature	2	Endalen	Growing Degree Days (>5DegC)	PROX	NO	Growing Degree Days	OBS	TRUE	FALSE	int	Days	TRUE	TRUE	FALSE	1	1	1912	2008	96	96	0	Site	FALSE	78.183	15.733
SRB-105	Air Temp	Atmosphere	2 Air Temperature	3	Abisko	Growing Degree Days (>5DegC)	PROX	NO	Growing Degree Days	OBS	TRUE	FALSE	int	Days	TRUE	TRUE	FALSE	1	1	1912	2008	96	96	0	Site	FALSE	68.333	18.85
SRB-109	Herbivory	Biotic	9 Herbivory	1	Varanger fiord	Annual Defoliation	PROX	Defoliator	NO	OBS	TRUE	FALSE	float	Defoliation Score	TRUE	TRUE	FALSE	1	1	2002	2010	8	8	0	Site	FALSE	70	29
SRB-118	Fire	Atmosphere	4 Fire	1	Arctic Foothills	Fire	PROX	NO	NO	CHR	TRUE	FALSE	int	Age since disturbance	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		130	Region	FALSE	69.5	-156.5
SRB-121	Air Temp	Atmosphere	2 Air Temperature	1	Zackenberg	Air Temperature	PROX	NO	NO	NRF	TRUE	FALSE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		7	Site	FALSE	74.5	-21
SRB-121	Soil Temperature	Soil Belowground Conditions	12 Soil Belowground Conditions	1	Zackenberg	Soil Temperature	PROX	NO	NO	NRF	TRUE	FALSE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		7	Site	FALSE	74.5	-21
SRB-123	Snow Dynamics	Atmosphere	8 Snow	1	Adventdalen	Snow Depth	PROX	NO	NO	ROF	TRUE	FALSE	cat	Shallow | Normal | Medium | Deep	FALSE	TRUE	FALSE	1	1	2008	2012	5	5	0	Site	FALSE	78.283	16.117
SRB-125	Air Temp	Atmosphere	2 Air Temperature	1	Paddus Cliff	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	1	1	1998	2013	15	15	0	Site	FALSE	68.323	18.851
SRB-125	Fungal Infection	Biotic	10 Fungal	1	Paddus Cliff	Parasitic Fungi	PROX	NO	NO	OBS	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	FALSE	68.323	18.851
SRB-125	Herbivory	Biotic	9 Herbivory	1	Paddus Cliff	Moth Outbreak	PROX	Geometrid Moth	NO	OBS	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0.25	Site	FALSE	68.323	18.851
SRB-125	Herbivory	Biotic	9 Herbivory	1	Paddus Cliff	Mammal Herbivory (Exclusion of)	PROX	Mammal	NO	FAC	TRUE	FALSE	cat	None | Large | Large and Small	TRUE	TRUE	FALSE	1	0.25	1998	2013	15	15	0	Site	FALSE	68.323	18.851
SRB-125	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Paddus Cliff	Precipitation: Mean	PROX	NO	Precipitation Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	1	1	1998	2013	15	15	0	Site	FALSE	68.323	18.851
SRB-128	Fire	Atmosphere	4 Fire	1	Anaktuvuk River Fire	Burn Severity	PROX	NO	Burn Severity	OBS	TRUE	FALSE	cat	Unburned | Moderate | Severe	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	4	Site	FALSE	69	-150
SRB-13.1	Air Temp	Atmosphere	2 Air Temperature	1	Abisko	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	5	8	Site	TRUE	68.4	18.8
SRB-13.1	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Abisko	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.4	18.8
SRB-13.10	Air Temp	Atmosphere	2 Air Temperature	10	Alexandra Fiord	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	6	18	Site	TRUE	78.9	-75.9
SRB-13.10	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	10	Alexandra Fiord	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.9	-75.9
SRB-13.12	Air Temp	Atmosphere	2 Air Temperature	12	Atqasuk	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	11	Site	TRUE	70.5	-157.3
SRB-13.12	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	12	Atqasuk	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	70.5	-157.3
SRB-13.13	Air Temp	Atmosphere	2 Air Temperature	13	Atqasuk	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	11	Site	TRUE	70.5	-157.3
SRB-13.13	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	13	Atqasuk	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	70.5	-157.3
SRB-13.17	Air Temp	Atmosphere	2 Air Temperature	17	Barrow	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	14	Site	TRUE	71.4	-157.6
SRB-13.17	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	17	Barrow	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	71.4	-157.6
SRB-13.18	Air Temp	Atmosphere	2 Air Temperature	18	Barrow	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	13	Site	TRUE	71.4	-157.6
SRB-13.18	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	18	Barrow	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	71.4	-157.6
SRB-13.19	Air Temp	Atmosphere	2 Air Temperature	19	Daring Lake	Air Temperature: Mean	PROX	NO	Mean	NRF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	8	Site	TRUE	64.9	-111.6
SRB-13.19	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	19	Daring Lake	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	64.9	-111.6
SRB-13.2	Air Temp	Atmosphere	2 Air Temperature	2	Abisko Treeline	Air Temperature: Mean	PROX	NO	Mean	NRF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	20	Site	TRUE	68.4	18.8
SRB-13.2	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	2	Abisko Treeline	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.4	18.8
SRB-13.20	Air Temp	Atmosphere	2 Air Temperature	20	Daring Lake	Air Temperature: Mean	PROX	NO	Mean	NRF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	8	Site	TRUE	64.9	-111.6
SRB-13.20	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	20	Daring Lake	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	64.9	-111.6
SRB-13.21	Air Temp	Atmosphere	2 Air Temperature	21	"Dovre, Norway"	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	11	Site	TRUE	62.3	9.6
SRB-13.21	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	21	"Dovre, Norway"	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	62.3	9.6
SRB-13.22	Air Temp	Atmosphere	2 Air Temperature	22	"Finse, Norway"	Air Temperature: Mean	PROX	NO	Mean	NRF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	4	Site	TRUE	60.6	7.3
SRB-13.22	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	22	"Finse, Norway"	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	60.6	7.3
SRB-13.23	Air Temp	Atmosphere	2 Air Temperature	23	"Finse, Norway"	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	8	Site	TRUE	60.4	7.3
SRB-13.23	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	23	"Finse, Norway"	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	60.4	7.3
SRB-13.24	Air Temp	Atmosphere	2 Air Temperature	24	"Finse, Norway"	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	3	Site	TRUE	60.4	7.3
SRB-13.24	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	24	"Finse, Norway"	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	60.4	7.3
SRB-13.27	Air Temp	Atmosphere	2 Air Temperature	27	Kangelussusaq	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	3	Site	TRUE	67.1	-50.3
SRB-13.27	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	27	Kangelussusaq	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	67.1	-50.3
SRB-13.28	Air Temp	Atmosphere	2 Air Temperature	28	Kangelussusaq	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	5	5	Site	TRUE	67.1	-50.3
SRB-13.28	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	28	Kangelussusaq	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	67.1	-50.3
SRB-13.29	Air Temp	Atmosphere	2 Air Temperature	29	Kangelussusaq	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	5	5	Site	TRUE	67.1	-50.3
SRB-13.29	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	29	Kangelussusaq	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	67.1	-50.3
SRB-13.3	Air Temp	Atmosphere	2 Air Temperature	3	Multe	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	4	10	Site	TRUE	68.4	18.8
SRB-13.3	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	3	Multe	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.4	18.8
SRB-13.30	Air Temp	Atmosphere	2 Air Temperature	30	Kilpisjarvi	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	14	Site	TRUE	69.1	20.8
SRB-13.30	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	30	Kilpisjarvi	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	69.1	20.8
SRB-13.31	Air Temp	Atmosphere	2 Air Temperature	31	Klaune Region	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	7	11	Site	TRUE	61.2	-138.3
SRB-13.31	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	31	Klaune Region	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	61.2	-138.3
SRB-13.32	Air Temp	Atmosphere	2 Air Temperature	32	Latnjajaure	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	4	Site	TRUE	68.3	18.5
SRB-13.32	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	32	Latnjajaure	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.3	18.5
SRB-13.33	Air Temp	Atmosphere	2 Air Temperature	33	Latnjajaure	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	4	Site	TRUE	68.3	18.5
SRB-13.33	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	33	Latnjajaure	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.3	18.5
SRB-13.34	Air Temp	Atmosphere	2 Air Temperature	34	Latnjajaure	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	11	Site	TRUE	68.3	18.5
SRB-13.34	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	34	Latnjajaure	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.3	18.5
SRB-13.35	Air Temp	Atmosphere	2 Air Temperature	35	Longyearbyen	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	7	Site	TRUE	78.2	15.8
SRB-13.35	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	35	Longyearbyen	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.2	15.8
SRB-13.36	Air Temp	Atmosphere	2 Air Temperature	36	Longyearbyen	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	7	Site	TRUE	78.2	15.8
SRB-13.36	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	36	Longyearbyen	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.2	15.8
SRB-13.37	Air Temp	Atmosphere	2 Air Temperature	37	Longyearbyen	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	7	Site	TRUE	78.2	15.8
SRB-13.37	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	37	Longyearbyen	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.2	15.8
SRB-13.38	Air Temp	Atmosphere	2 Air Temperature	38	Longyearbyen	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	2	Site	TRUE	78.1	60
SRB-13.38	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	38	Longyearbyen	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.1	60
SRB-13.39	Air Temp	Atmosphere	2 Air Temperature	39	Longyearbyen	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	2	Site	TRUE	78.1	60
SRB-13.39	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	39	Longyearbyen	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.1	60
SRB-13.4	Air Temp	Atmosphere	2 Air Temperature	4	Alexandra Fiord	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	15	Site	TRUE	78.9	-75.9
SRB-13.4	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	4	Alexandra Fiord	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.9	-75.9
SRB-13.41	Air Temp	Atmosphere	2 Air Temperature	41	Ny-Alesund	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	4	Site	TRUE	78.9	11.8
SRB-13.41	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	41	Ny-Alesund	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.9	11.8
SRB-13.43	Air Temp	Atmosphere	2 Air Temperature	43	Sornfelli	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	7	Site	TRUE	62.1	-7
SRB-13.43	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	43	Sornfelli	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	62.1	-7
SRB-13.49	Air Temp	Atmosphere	2 Air Temperature	49	Toolik Lake	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	6	13	Site	TRUE	68.6	-149.6
SRB-13.49	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	49	Toolik Lake	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.6	-149.6
SRB-13.5	Air Temp	Atmosphere	2 Air Temperature	5	Alexandra Fiord	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	16	Site	TRUE	78.9	-75.9
SRB-13.5	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	5	Alexandra Fiord	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.9	-75.9
SRB-13.50	Air Temp	Atmosphere	2 Air Temperature	50	Toolik Lake	Air Temperature: Mean	PROX	NO	Mean	NRF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	13	Site	TRUE	68.6	-149.6
SRB-13.50	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	50	Toolik Lake	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.6	-149.6
SRB-13.51	Air Temp	Atmosphere	2 Air Temperature	51	Toolik Lake	Air Temperature: Mean	PROX	NO	Mean	NRF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	3	Site	TRUE	68.6	-149.6
SRB-13.51	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	51	Toolik Lake	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.6	-149.6
SRB-13.52	Air Temp	Atmosphere	2 Air Temperature	52	Toolik Lake	Air Temperature: Mean	PROX	NO	Mean	NRF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	12	Site	TRUE	68.6	-149.6
SRB-13.52	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	52	Toolik Lake	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.6	-149.6
SRB-13.53	Air Temp	Atmosphere	2 Air Temperature	53	Toolik Lake	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	6	14	Site	TRUE	68.6	-149.6
SRB-13.53	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	53	Toolik Lake	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.6	-149.6
SRB-13.54	Air Temp	Atmosphere	2 Air Temperature	54	Toolik Lake	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	8	Site	TRUE	68.6	-149.6
SRB-13.54	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	54	Toolik Lake	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	68.6	-149.6
SRB-13.55	Air Temp	Atmosphere	2 Air Temperature	55	Torngat Mountains	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	3	Site	TRUE	58.6	-63.4
